feature,importance_mean,importance_std
LEIDEN_cluster_3,0.005677430584389154,0.002679042346514108
LEIDEN_cluster_1,0.002585972416395769,0.0018728028905128707
LEIDEN_cluster_58,0.002259347653142463,0.0006038360596907759
LEIDEN_cluster_39,0.0022011147707439284,0.0014953838869160574
LEIDEN_cluster_18,0.002185273159144992,0.0005840388184309777
total_char_length,0.0020172746903057703,0.0009021526673627076
clean_text_length,0.0018558927150813087,0.0010238538531332426
LEIDEN_cluster_12,0.001775201727469078,0.0010704869194919408
LEIDEN_cluster_26,0.0017158800694243507,0.001477431960512057
LEIDEN_cluster_57,0.001694510739856847,0.0011093176759013753
LEIDEN_cluster_44,0.0013740252127389793,0.0011970123419918581
LEIDEN_cluster_55,0.0013740252127389793,0.0011970123419918581
LEIDEN_cluster_47,0.0013717467894079239,0.0011995577691324493
LEIDEN_cluster_5,0.0013581151748602047,0.0019155533063330158
LEIDEN_cluster_56,0.0012377004563916179,0.0013340124448909215
LEIDEN_cluster_35,0.0010489828389590005,0.0011995577691324493
LEIDEN_cluster_36,0.0010489828389590005,0.0011995577691324493
avg_tokens_per_chunk,0.0010323836559187004,0.0023408798096851867
PCA_2,0.0007262188885100773,0.0011093176759013753
LEIDEN_cluster_22,0.0005648369132856157,0.0010238538531332424
LEIDEN_cluster_13,0.0005426009140208928,0.0021543518376077866
LEIDEN_cluster_29,0.0004307688292112736,0.0016405018962989666
LEIDEN_cluster_8,0.00040345493806115407,0.0009021526673627076
LEIDEN_cluster_7,0.0003318613304796177,0.0013456543831681668
LEIDEN_cluster_28,0.00032276395044892323,0.0008228898408116772
LEIDEN_cluster_40,0.00016365496079100798,0.0008623756365522795
LEIDEN_cluster_53,0.00010115329547565703,0.0017954819013450384
total_tokens,7.767293789324355e-05,0.0007375053416955107
LEIDEN_cluster_45,9.091942266185408e-06,0.0012325451552729124
LEIDEN_cluster_34,0.0,0.0
LEIDEN_cluster_31,0.0,0.0
LEIDEN_cluster_20,0.0,0.0
LEIDEN_cluster_11,0.0,0.0
LEIDEN_cluster_16,0.0,0.0
LEIDEN_cluster_14,0.0,0.0
LEIDEN_cluster_52,0.0,0.0
LEIDEN_cluster_54,0.0,0.0
LEIDEN_cluster_49,0.0,0.0
LEIDEN_cluster_46,0.0,0.0
LEIDEN_cluster_23,0.0,0.0
LEIDEN_cluster_30,0.0,0.0
LEIDEN_cluster_42,0.0,0.0
LEIDEN_cluster_38,0.0,0.0
LEIDEN_cluster_21,0.0,0.0
LEIDEN_cluster_10,-6.249078978633286e-05,0.0013039531528765452
LEIDEN_cluster_33,-7.841800204568446e-05,0.0004222938648622214
LEIDEN_cluster_15,-7.841800204568446e-05,0.0004222938648622214
LEIDEN_cluster_50,-0.00015683600409136891,0.0005868265932205785
LEIDEN_cluster_41,-0.00023525400613705338,0.0007057620184111602
LEIDEN_cluster_6,-0.00023525400613705338,0.0007057620184111602
LEIDEN_cluster_0,-0.00023525400613705338,0.0007057620184111602
LEIDEN_cluster_51,-0.00031367200818273783,0.000799709845295808
LEIDEN_cluster_37,-0.00031367200818273783,0.000799709845295808
LEIDEN_cluster_17,-0.0003920900102284223,0.0008767399161693403
PCA_1,-0.0003920900102284223,0.0008767399161693402
LEIDEN_cluster_2,-0.0003920900102284223,0.0008767399161693402
LEIDEN_cluster_19,-0.00046823502670756043,0.0011258141336983872
UMAP_2,-0.0005219873289210882,0.0018142630883869408
LEIDEN_cluster_24,-0.0005443746054221895,0.001172601816719422
LEIDEN_cluster_27,-0.0005489260143197913,0.0009950128995237964
LEIDEN_cluster_32,-0.0005489260143197913,0.0009950128995237964
LEIDEN_cluster_9,-0.0005489260143197913,0.0009950128995237964
LEIDEN_cluster_43,-0.0007841800204568446,0.0011089980202720806
LEIDEN_cluster_25,-0.000862598022502529,0.0011336759044678188
LEIDEN_cluster_4,-0.001019434026593898,0.0011657674094385085
UMAP_1,-0.001333106034776636,0.0011657674094385085
LEIDEN_cluster_48,-0.0018036140470507427,0.0009950128995237964
